,company_name,company_js_url,company_rating,five_star_rating,four_star_rating,three_star_rating,two_star_rating,one_star_rating,salary_rate,recommendation_rate,company_address,company_website,company_employee_num,company_benefit,company_dress_code,company_language,company_work_hours
7809,Ecolite  Biotech Manufacturing Sdn Bhd,https://www.jobstreet.com.my/en/companies/457223-ecolite-biotech-manufacturing,3.6667,3,2,2,2,0,66%,77%,"Lot 9284 & 9285, Jalan Yong Peng, 83400 Sri Medan, 83400 Batu Pahat, Johor",No Info,51 - 200 Employees,"Medical, Parking",Formal (e.g. Shirts + Ties),"English & Bahasa Malaysia, Mandarin","Regular hours, Mondays - Fridays"
7810,KAF Investment Bank Berhad,https://www.jobstreet.com.my/en/companies/451993-kaf-investment-bank-berhad,4.1111,6,1,0,1,1,66%,66%,"Level 14, Chulan Tower, No 3, Jalan Conlay, 50450 Kuala Lumpur",kaf.com.my,201 - 500 Employees,"Medical, Education support",Formal (e.g. Shirts + Ties),English,"Regular hours, Mondays - Fridays"
7811,OSK Investment Bank Berhad,https://www.jobstreet.com.my/en/companies/635537-osk-investment-bank-berhad,3.8889,3,3,2,1,0,66%,77%,No Info,No Info,1 - 50 Employees,No Info,No Info,No Info,No Info
7812,SPECTRUM OF LIFE SDN BHD,https://www.jobstreet.com.my/en/companies/462146-spectrum-of-life,3.5556,4,0,3,1,1,88%,44%,"Lot 442, Wisma HRIH Lotus, Jalan Pahang, Setapak, 53000 Kuala Lumpur",No Info,1 - 50 Employees,"Medical, Parking, Insurance",Business (e.g. Shirts),English,5 days a week
7813,The Institute of Internal Auditors Malaysia,https://www.jobstreet.com.my/en/companies/621675-the-institute-of-internal-auditors-malaysia,4.3333,6,2,0,0,1,100%,77%,"1-17-07, Menara Bangkok Bank, Berjaya Central Park, 105, Jalan Ampang, 50450 Kuala Lumpur",iiam.com.my,1 - 50 Employees,Medical,Formal (e.g. Shirts + Ties),English,"Regular hours, Mondays - Fridays"
7814,Kiddy123 Sdn Bhd,https://www.jobstreet.com.my/en/companies/466166-kiddy123,4.5556,8,0,0,0,1,100%,88%,"Block D-3A-5 Seri Gembira Avenue, Jalan Senang Ria, Taman Gembira, 58200 Kuala Lumpur",kiddy123.com,1 - 50 Employees,"Miscellaneous allowance, Parking, Hybrid Working",Casual (e.g. T-shirts),English,"Regular hours, Mondays - Fridays"
7815,Weststar Maxus Sdn Bhd,https://www.jobstreet.com.my/en/companies/469723-weststar-maxus,3.3333,2,1,4,2,0,77%,44%,"No.366, Jalan Tun Razak, 50400 Kuala Lumpur",No Info,51 - 200 Employees,"Group Insurance, Outpatient Medical, Annual Leave",Formal (e.g. Shirts + Ties),English,"Regular hours, Mondays - Fridays"
7816,CERT ACADEMY SDN BHD,https://www.jobstreet.com.my/en/companies/467038-cert-academy,4.4444,5,3,1,0,0,100%,88%,"Taman Tasik Prima, Puchong, Selangor, Malaysia",CERTacademy.com.my,1 - 50 Employees,"Medical, Miscellaneous allowance, Sports (e.g. Gym), Parking, Company Trip, Monthly Best Employee, Annual Dinner",Business (e.g. Shirts),Malay,"Regular hours, Mondays - Fridays"
7817,Ametalin Sdn Bhd,https://www.jobstreet.com.my/en/companies/822424-ametalin,4.1111,6,1,0,1,1,77%,77%,"Iskandar Puteri, Johor, Malaysia",ametalin.com,1 - 50 Employees,Medical,Formal (e.g. Shirts + Ties),English,"Regular hours, Mondays - Fridays"
7818,Bangi Wonderland Themepark & Resort,https://www.jobstreet.com.my/en/companies/829483-bangi-wonderland-themepark-n-resort,3.8889,3,4,1,0,1,100%,66%,Bangi Wonderland Theme Park and Resort Kajang Selangor Malaysia,bangiwonderland.com.my,51 - 200 Employees,"Medical, Parking, Lunch Provided",Uniform,English,5 and a half day a week
7819,IIMAT (International Institute of Management & Technology),https://www.jobstreet.com.my/en/companies/440505-iimat-international-institute-of-management-n-technology,2.6667,2,2,0,1,4,44%,44%,"51 and 51A Jalan Ipoh (1st mile), 51200 Kuala Lumpur",No Info,1 - 50 Employees,Medical,Business (e.g. Shirts),English,"Monday to Friday, alternate Saturday (half day)"
7820,Seowon Precision Glass (M) Sdn.Bhd.,https://www.jobstreet.com.my/en/companies/452267-seowon-precision-glass-m,3.6667,4,1,2,1,1,88%,55%,"Lot 2838, Kawasan Perindustrian Chembong, Rembau 71300 Negeri Sembilan Darul Khusus.",No Info,201 - 500 Employees,"Medical, Miscellaneous allowance, Education support, Loans, Parking, Vision, uniform & PPE",Casual (e.g. T-shirts),English,Saturdays/Shift required
7821,Sto SEA Sdn Bhd,https://www.jobstreet.com.my/en/companies/448338-sto-sea,2.7778,3,1,0,1,4,66%,44%,No 21 Jalan Rajawali 2 Bandar Puchong Jaya 47100 Puchong,sto-sea.com,1 - 50 Employees,Medical,Business (e.g. Shirts),English,"Regular hours, Mondays - Fridays"
7822,BIPO SERVICE MALAYSIA SDN. BHD.,https://www.jobstreet.com.my/en/companies/157188550799979-bipo-service-malaysia,2.5556,1,2,1,2,3,88%,33%,"Unit 307, Level 3, KL Gateway Mall, No 2, Jalan Kerinchi, Pantai Dalam, Kuala Lumpur, Malaysia.",No Info,201 - 500 Employees,"Medical, Miscellaneous allowance",Business (e.g. Shirts),English,"Regular hours, Mondays - Fridays"
7823,Master Builders Association Malaysia (MBAM),https://www.jobstreet.com.my/en/companies/448251-master-builders-association-malaysia-mbam,3.7778,2,4,2,1,0,88%,77%,"2-2 (2nd Floor) Jalan 2/109E Desa Business Park, 58100 Kuala Lumpur",No Info,1 - 50 Employees,"Medical, Miscellaneous allowance, Education support",Business (e.g. Shirts),English,"Regular hours, Mondays - Fridays"
7824,NES Global Talent,https://www.jobstreet.com.my/en/companies/466274-nes-global-talent,4.1111,5,2,1,0,1,100%,88%,"Stamford New Road, Altrincham, United Kingdom",nesglobaltalent.com,201 - 500 Employees,No Info,No Info,No Info,No Info
7825,MTL Engineering Sdn. Bhd.,https://www.jobstreet.com.my/en/companies/440605-mtl-engineering,4.1111,4,2,3,0,0,100%,88%,"Lot 22225, Jalan Bukit Kemuning, Batu 7  1/2, Bukit Kemuning, 40460, Shah Alam, Selangor",No Info,201 - 500 Employees,"Medical, Parking",Business (e.g. Shirts),English,"Regular hours, Mondays - Fridays"
7826,Hikoki (Malaysia) Sdn Bhd,https://www.jobstreet.com.my/en/companies/442568-hikoki-malaysia,3.8889,3,4,1,0,1,88%,88%,"PLO 53, Kawasan Perindustrian Senai II, 81400 Senai, Johor Darul Ta'zim.",No Info,201 - 500 Employees,"Medical, Dental, Transport Allowance, Position Allowance",Company Uniform will be provided.,English / Bahasa Malaysia / Chinese,"Regular hours, Mondays - Fridays"
7827,ETEX MALAYSIA SDN. BHD.,https://www.jobstreet.com.my/en/companies/448754-etex-malaysia,3.4444,2,2,3,2,0,100%,44%,"Unit 19-02-01, Level 2, Wisma Tune, No. 19, Lorong Dungun, Damansara Heights, 50490 Kuala Lumpur, Malaysia",No Info,1 - 50 Employees,"Medical, Education support, Dental",Business (e.g. Shirts),English,"Regular hours, Mondays - Fridays"
7828,Safeguards Corporation Sdn Bhd,https://www.jobstreet.com.my/en/companies/464286-safeguards-corporation,3.4444,3,2,2,0,2,77%,44%,Jalan 223 Seksyen 51a Petaling Jaya Selangor Malaysia,safeguards.com.my,2001 - 5000 Employees,"Medical, Miscellaneous allowance, Insurance, EPF, Socso, EIS",Business (e.g. Shirts),English,"Regular hours, Mondays - Fridays"
7829,Customcraft (M) Sdn Bhd,https://www.jobstreet.com.my/en/companies/613380-customcraft-m,2.1111,0,2,2,0,5,33%,33%,"PT73680, JALAN 34/1B, OFF JALAN BUKIT KEMUNING, SEKSYEN 34, 40470 SHAH ALAM, SELANGOR DARUL EHSAN",No Info,51 - 200 Employees,"Medical, Miscellaneous allowance, Insurance, etc",Business (e.g. Shirts),"English, Bahasa Malaysia & Chinese","Regular hours, Mondays - Fridays"
7830,Federlite Sdn Bhd,https://www.jobstreet.com.my/en/companies/614635-federlite,2.1667,0,1,0,4,1,44%,11%,"No.1, Jalan BK 1/12, Kinrara Industrial Park, Bandar Kinrara, 47100 Puchong, Selangor, Malaysia",felton.com.my,51 - 200 Employees,TBA,TBA,TBA,"Regular hours, Mondays - Fridays"
7831,REHDA Institute,https://www.jobstreet.com.my/en/companies/462962-rehda-institute,3.7778,2,4,2,1,0,88%,66%,"Wisma Rehda, No.2C Jalan SS5D/6, Kelana Jaya, 47301 Petaling Jaya",rehdainstitute.com,1 - 50 Employees,"Medical, Parking",Business (e.g. Shirts),English,"Regular hours, Mondays - Fridays"
7832,HICOM Builders Sdn Bhd,https://www.jobstreet.com.my/en/companies/455444-hicom-builders,4.0,4,3,1,0,1,77%,77%,"Suite 3.2A , Level 3 , Wisma DRB-HICOM , No. 2 Jalan Ushawan U1/8 , Seksyen U1 , 40150 Shah Alam , Selangor",-,51 - 200 Employees,"Vision, Medical, Miscellaneous allowance, Parking",Formal (e.g. Shirts + Ties),English,"Regular hours, Mondays - Fridays"
7833,Brunsfield Management Services Sdn Bhd,https://www.jobstreet.com.my/en/companies/641537-brunsfield-management-services,3.5556,3,1,4,0,1,88%,55%,"Wisma Brunsfield, 8, Jalan Wan Kadir 4, Off Jalan Damansara, Taman Tun Dr. Ismail 60000",No Info,201 - 500 Employees,No Info,No Info,English,No Info
7834,People Quest Sdn Bhd,https://www.jobstreet.com.my/en/companies/447043-people-quest,3.1111,4,1,0,0,4,55%,55%,Taman Desa Petaling Kuala Lumpur Federal Territory of Kuala Lumpur Malaysia,peoplequest.com.my,1 - 50 Employees,"Medical, Miscellaneous allowance, Performance allowance,Outstation allowance,Mileage claim,Bonus,Hostel subsidy, Sports (e.g. Gym)",Formal (e.g. Shirts + Ties),English,"Regular hours, Mondays - Fridays"
7835,WCT holding berhad,https://www.jobstreet.com.my/en/companies/156299358090073-wct-holding-berhad,4.1111,4,3,1,1,0,88%,77%,No Info,No Info,Not Specified,No Info,No Info,No Info,No Info
7836,Global Environment Centre,https://www.jobstreet.com.my/en/companies/442589-global-environment-centre,4.2222,5,3,0,0,1,88%,88%,"No. 78-2, Wisma Hing, Jalan SS 2/72, 47300 Petaling Jaya, Selangor, Malaysia",gec.org.my,1 - 50 Employees,TBA,Formal (e.g. Shirts + Ties),English,"Regular hours, Mondays - Fridays"
7837,WLT PROJECT MANAGEMENT SDN. BHD.,https://www.jobstreet.com.my/en/companies/464582-wlt-project-management,3.2222,5,0,0,0,4,77%,55%,"J-03A-3,BLOCK J SETIAWALK , PERSIARAN WAWASAN PUSAT BANDAR PUCHONG,47160, PUCHONG SELANGOR",No Info,1 - 50 Employees,"Medical, Miscellaneous allowance, Parking, between 1000-2000",Business (e.g. Shirts),English,"Regular hours, Mondays - Fridays"
7838,Naqiz & Partners,https://www.jobstreet.com.my/en/companies/449160-naqiz-n-partners,4.1111,5,1,2,1,0,100%,77%,"Lorong Dungun, Bukit Damansara, 50490 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",No Info,51 - 200 Employees,No Info,No Info,English,"Regular hours, Mondays - Fridays"
7839,Melaka Wonderland Sdn Bhd,https://www.jobstreet.com.my/en/companies/456236-melaka-wonderland,3.4444,3,3,0,1,2,88%,44%,"Lot PT 17178, Lebuh Ayer Keroh, Hang Tuah Jaya,  Ayer Keroh 75450",No Info,No Info,No Info,No Info,No Info,No Info
7840,SIGNATURE SNACK SDN. BHD.,https://www.jobstreet.com.my/en/companies/1252220-signature-snack,3.2222,2,4,0,0,3,55%,55%,"Medan Connaught, No 1, Jalan 3/144a, Cheras, 56000 Kuala Lumpur.",signaturemarket.co,51 - 200 Employees,"Medical, Dental, Birthday Gift, Welcome Gift, Snacks, Staff Purchase, Annual Leave Encashment",Smart Casual,English,"Regular hours, Mondays - Fridays"
7841,Metrix Research Sdn Bhd,https://www.jobstreet.com.my/en/companies/448950-metrix-research,4.1111,5,1,2,1,0,77%,66%,"Metrix Research Sdn Bhd,7th Floor , Wisma Wolkswagen,7, Lorong Maarof, Bangsar , 59100,Kuala Lumpur",metrix.com.my,1 - 50 Employees,"Medical, Miscellaneous allowance, Education support, Dental, Vision",Casual (e.g. T-shirts),English,"Regular hours, Mondays - Fridays"
7842,PANMATEX Group of Companies (Manufacturing Division),https://www.jobstreet.com.my/en/companies/442881-panmatex-group-of-companies-manufacturing-division,3.8889,4,2,2,0,1,100%,77%,"(HQ) 18 Jalan Petaling, Larkin Industrial Estate, 80350 Johor Bahru",pmtepsgroup.com.my,201 - 500 Employees,"Medical, Miscellaneous allowance, Parking, Other standard employees' benefits",Uniform or Smart Casual,"English, Bahasa Malaysia and Mandarin",Not Specified
7843,SMC Food21 (Malaysia) Sdn. Bhd.,https://www.jobstreet.com.my/en/companies/615362-smc-food21-malaysia,3.0,3,2,0,0,4,100%,44%,Pelabuhan Tanjung Pelepas Gelang Patah Johor Malaysia,smcfood21.com,51 - 200 Employees,"Medical, Miscellaneous allowance, Sports (e.g. Gym), Parking, Company trip, swimming pool in working place",Business (e.g. Shirts),English,"Regular hours, Mondays - Fridays"
7844,Miri City Medical Centre,https://www.jobstreet.com.my/en/companies/457907-miri-city-medical-centre,4.3333,4,4,1,0,0,100%,100%,"Lot 916-920 & 1202 - 1203, Jalan Hokkien, 98000 Miri, Sarawak, Malaysia",mcmcmiri.com,51 - 200 Employees,Medical,Business (e.g. Shirts),English,Monday - Saturday
7845,Advantage QS Sdn Bhd,https://www.jobstreet.com.my/en/companies/625482-advantage-qs,3.7778,3,2,3,1,0,100%,66%,"No. 10B, 2nd Floor, Jalan SS3/5, 47300 Petaling Jaya, Selangor",No Info,1 - 50 Employees,"Medical, Miscellaneous allowance",Business (e.g. Shirts),Malay,"Regular hours, Mondays - Fridays"
7846,Rania Resources Sdn Bhd,https://www.jobstreet.com.my/en/companies/448063-rania-resources,3.7778,2,5,1,0,1,88%,77%,"Suite 4800-3-7, CBD Perdana, Jalan Perdana, Off Persiaran Multimedia, Cyberjaya 63000 Selangor",rania.com.my,1 - 50 Employees,Medical,Casual (e.g. T-shirts),Malay,"Regular hours, Mondays - Fridays"
7847,POLIKLINIK DAMAI SDN. BHD.,https://www.jobstreet.com.my/en/companies/835788-poliklinik-damai,4.3333,6,1,1,1,0,88%,88%,"No 23A, Jalan Kesuma 3/11, Bandar Tasik Kesuma, 43700 Beranang Selangor",drmanigroup.com,1 - 50 Employees,"Medical, Miscellaneous allowance, Dental",Formal (e.g. Shirts + Ties),English,Saturdays/Shift required
7848,Optimax Eye Specialist Centre Sdn Bhd,https://www.jobstreet.com.my/en/companies/440318-optimax-eye-specialist-centre,3.4444,3,1,3,1,1,77%,55%,No Info,No Info,51 - 200 Employees,"Medical, Education support, Dental, Vision, Group Insurance, Training",Business (e.g. Shirts),English,Not Specified
7849,KAGA Components (Malaysia) Sdn  Bhd,https://www.jobstreet.com.my/en/companies/441826-kaga-components-malaysia,3.0,3,1,1,1,3,44%,55%,"Plot 11, Lorong Jelawat, Seberang Jaya Industrial Estate, 13700 Seberang Jaya, Penang",No Info,201 - 500 Employees,"Medical, Parking, Depends on job position",Depends on job position,English & Bahasa Malaysia,"Regular hours, Mondays - Fridays"
7850,FFM GRAINS & MILLS SDN. BHD.,https://www.jobstreet.com.my/en/companies/439822-ffm-grains-n-mills,4.2222,4,3,2,0,0,100%,100%,"Lorong Pukal 2, Kawasan Pelabuhan Johor, 81700 Pasir Gudang",ffmb.com.my,201 - 500 Employees,"Medical, Miscellaneous allowance, Sports (Weekly Badminton & Futsal)",Business (e.g. Shirts),English,Office/Exec: 8.45am - 5.45pm (Mon-Fri)/  Non-Exec: 8.00am - 4.00pm (Mon-Sat)
7851,M101 HOLDINGS SDN. BHD.,https://www.jobstreet.com.my/en/companies/1130215-m101-holdings,2.6667,3,1,0,0,5,77%,44%,"Jalan Ampang, Kuala Lumpur",m101.com.my,51 - 200 Employees,Medical,Business (e.g. Shirts),Malay,"Regular hours, Mondays - Fridays"
7852,Brighttail Digital Sdn Bhd,https://www.jobstreet.com.my/en/companies/158262973337003-brighttail-digital,4.7778,7,2,0,0,0,100%,66%,Kuala Lumpur,brighttail.com,1 - 50 Employees,"Medical, Parking, Vision",Casual (e.g. T-shirts),English,"Regular hours, Mondays - Fridays"
7853,The Adverts Venture,https://www.jobstreet.com.my/en/companies/459318-the-adverts-venture,4.1111,7,0,0,0,2,44%,77%,"Jalan 2/23e, Danau Kota, 53000 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",adverts-group.com,1 - 50 Employees,No Info,Casual (e.g. T-shirts),English & Chinese,"Regular hours, Mondays - Fridays"
7854,Sumimetal Industries (Malaysia) Sdn Bhd,https://www.jobstreet.com.my/en/companies/449574-sumimetal-industries-malaysia,3.4444,1,2,6,0,0,66%,44%,"Lot 568 & 569, Bukit Rambai Industrial Estate, Melaka, Malaysia",No Info,51 - 200 Employees,"Medical, Meal Coupon for Lunch, Alternate Saturday Off, Training and Development",Casual (e.g. T-shirts),English,Regular hours
7855,Paragon Vest Sdn Bhd,https://www.jobstreet.com.my/en/companies/450640-paragon-vest,2.3333,1,2,1,0,5,55%,11%,"16 Jalan Lada Sulah 16/11, Seksyen 16, 40200 Shah Alam, Selangor, Malaysia",No Info,51 - 200 Employees,"Medical, Miscellaneous allowance, Parking, Commissions",Business (e.g. Shirts),"English, Mandarin & Malay",Monday - Friday
7856,SecureOne Distribution Sdn Bhd,https://www.jobstreet.com.my/en/companies/444800-secureone-distribution,2.1111,1,1,0,3,4,66%,22%,"No 7, Jalan 109E, Desa Business Park, Taman Desa, 58100 Kuala Lumpur",No Info,1 - 50 Employees,"Medical, Miscellaneous allowance, Parking, Bonus, Hospitalization and Personal Accident Insurance",Business (e.g. Shirts),English,"Regular hours, Mondays - Fridays"
7857,CENTRAL INDUSTRIAL CORPORATION BERHAD,https://www.jobstreet.com.my/en/companies/447132-central-industrial-corporation-berhad,3.7778,2,5,1,0,1,88%,66%,"Kawasan Perusahaan Bakar Arang, Sungai Petani 08000 Kedah Malaysia",cicb.com.my,51 - 200 Employees,"Medical, Miscellaneous allowance, Dental, Parking, Insurance coverage",Business (e.g. Shirts),English,"Regular hours, Mondays - Fridays"
7858,Brecon Synergy Sdn Bhd,https://www.jobstreet.com.my/en/companies/1019302-brecon-synergy,2.2222,2,1,0,0,6,44%,22%,No Info,kinghenryviii.edu.my,51 - 200 Employees,"Medical, Sports (e.g. Gym)",Business (e.g. Shirts),English,"Regular hours, Mondays - Fridays"
7859,Jotex Sdn. Bhd.,https://www.jobstreet.com.my/en/companies/450743-jotex,4.2222,6,1,1,0,1,100%,66%,Seremban Negeri Sembilan Malaysia,jotexfabrics.com,1 - 50 Employees,"Medical, Miscellaneous allowance, Parking",Business (e.g. Shirts),Mandarin,"Regular hours, Mondays - Fridays"
7860,Mewamax Sdn Bhd,https://www.jobstreet.com.my/en/companies/443610-mewamax,4.3333,4,4,1,0,0,100%,88%,"No.1 & 2, Jalan KIP 10, Taman Perindustrian KIP, Kepong, 52200 Kuala Lumpur.",mewamax.com,51 - 200 Employees,"Medical, EPF,Socso,EIS, Annual Increment/Bonus, Incentives, Allowance, Extensive Training",formal / casual (sat),English / BM,"8.45am-5.30pm (Mon-Fri), 8.45am-1.00pm (Sat) (alternate)"
7861,Wacoal Malaysia Sdn Bhd,https://www.jobstreet.com.my/en/companies/442647-wacoal-malaysia,4.6667,7,1,1,0,0,100%,100%,"Section 13, Jalan 13/2, Petaling Jaya, Selangor",No Info,51 - 200 Employees,Medical,Business (e.g. Shirts),English,"Regular hours, Mondays - Fridays"
7862,Yollink Industries Sdn Bhd.,https://www.jobstreet.com.my/en/companies/456291-yollink-industries,3.5,3,0,4,0,1,88%,88%,"Lorong Iks Juru 7, Taman Perusahaan Ringan Juru, 14100 Simpang Ampat, Penang, Malaysia",No Info,51 - 200 Employees,"Medical, Miscellaneous allowance",Formal (e.g. Shirts + Ties),English,Monday - Saturday (alternate by week)
7863,Zecon Medicare Sdn Bhd (KL),https://www.jobstreet.com.my/en/companies/998203-zecon-medicare-kl,3.5556,2,4,1,1,1,77%,55%,No Info,No Info,51 - 200 Employees,"Medical, Miscellaneous allowance",-,Malay,0800-1700 Mon-Friday
7864,Dwisolar Sdn Bhd,https://www.jobstreet.com.my/en/companies/461356-dwisolar,4.0,4,2,2,1,0,88%,66%,"No. 13 & 15, Jalan Astaka U8/88A, Seksyen U8, Bukit Jelutong, 40150 Shah Alam, Selangor, Malaysia",No Info,51 - 200 Employees,"Medical, Miscellaneous allowance, Education support, Dental, Others allowance",Business (e.g. Shirts),English,"Regular hours, Mondays - Fridays"
7865,Whitex Garments Sdn Bhd,https://www.jobstreet.com.my/en/companies/443548-whitex-garments,3.7143,2,3,0,2,0,88%,55%,"50 Jalan Taming 2 Taman Tanming Jaya, 43300 Seri Kembangan, Selangor.",whitexgarments.com,201 - 500 Employees,Medical,Business (e.g. Shirts),English,"Regular hours, Mondays - Fridays"
7866,AA Pharmacy Healthcare Sdn Bhd,https://www.jobstreet.com.my/en/companies/817732-aa-pharmacy-healthcare,3.0,2,2,2,0,3,66%,33%,"No 11, Jalan Pemaju U1/15, Seksyen U1, Hicom Glenmarie Industrial Park, 40150 Shah Alam, Selangor, Malaysia",aapharmacy.com.my,501 - 1000 Employees,"Medical, Miscellaneous allowance",Business (e.g. Shirts),English,Not Specified
7867,TATSUNO ENGINEERING & SERVICE MALAYSIA SDN. BHD.,https://www.jobstreet.com.my/en/companies/654278-tatsuno-engineering-n-service-malaysia,4.1111,6,1,0,1,1,88%,77%,"L3, Jalan ML 16, ML 16 Industrial Park, 43300 Seri Kembangan, Selangor Malaysia",No Info,51 - 200 Employees,"Medical, Miscellaneous allowance, Annual leave 14 days per year , NO OT culture",Business (e.g. Shirts),English,8.30AM - 5.30PM
7868,T.E.M. ENGINEERING SDN BHD,https://www.jobstreet.com.my/en/companies/441597-tem-engineering,2.6667,0,3,2,2,2,77%,33%,"8 Jalan TPP 6/7 Taman Perindustrian Puchong, Seksyen 6, Puchong, Selangor",tem.com.my,51 - 200 Employees,"Medical, Bonus, Company Outing, Annual Dinner",Business (e.g. Shirts),English,5.5 days a week
7869,GRANULAB (M) SDN BHD,https://www.jobstreet.com.my/en/companies/640611-granulab-m,3.8889,5,0,3,0,1,100%,77%,No Info,No Info,1 - 50 Employees,No Info,No Info,No Info,No Info
7870,GME Carbon Sdn Bhd,https://www.jobstreet.com.my/en/companies/446461-gme-carbon,2.4444,1,1,2,2,3,77%,33%,"No. 4, Jalan Indah Gemilang 6, Taman Perindustrian Gemilang, 81800 Ulu Tiram, Johor, Malaysia",gmecarbon.com,1 - 50 Employees,"Miscellaneous Allowance, Medical &Life Insurance, Company Trips, Annual Dinner,",Business (e.g. Shirts),English,"Regular hours, Mondays - Fridays"
